,id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,alternance,nombrePostes,accessibleTH,lieuTravail.libelle,entreprise.description,entreprise.entrepriseAdaptee,origineOffre.origine,origineOffre.urlOrigine,origineOffre.partenaires,langues,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.commune,entreprise.nom,permis,competences,dureeTravailLibelle,dureeTravailLibelleConverti,qualificationCode,qualificationLibelle,secteurActivite,secteurActiviteLibelle,offresManqueCandidats,lieuTravail.codePostal,entreprise.logo,salaire.commentaire,salaire.complement1,contact.nom,contact.coordonnees1,contact.courriel,salaire.libelle,entreprise.url,contact.urlPostulation,formations,qualitesProfessionnelles,complementExercice,salaire.complement2
59,6858662,Chef de projet Data: Offre et Produits H/F,"Le contexte de la mission se situe dans une entreprise en pleine transformation digitale avec une place centrale de la data dans cette transformation.
Le périmètre applicatif lié aux produits est en cours de refonte avec la mise en place du PIM de l'éditeur MAPS. 
C'est un changement majeur dans l'utilisation des données produits et le point de départ à une utilisation de cette donnée produits sur l'ensemble de nos canaux de vente retail et digitaux

Vos rôles sont de:- Garantir l'intégration et le fonctionnement des applications en lien avec le référentiel
produits.
- Garantir la qualité de données des informations produits par la mise en place de
contrôle et/ou améliorations de process
- Définition et pilotage en binôme avec le métier de la roadmap et projets produits.
- Accompagner l'ensemble des projets de l'entreprise ayant un impact sur les données
produits.
- Pilotage de l'éditeur MAPS et de la future TMA avec leur partenaire
- Anticipation des besoins de data et capacité de conception et modélisation de
données structuréesLe poste est au sein de la DOSI, rattaché au responsable de domaine. Vous travaillez en collaboration avec les équipes métiers de l'offre, les Partenaires Éditeurs et TMA en liens avec le périmètre et les équipes DOSI;Le poste est un CDI basé sur Lille.

 ",2021-12-24T15:40:38.000Z,2022-02-11T20:35:30.000Z,M1703,Management et gestion de produit,Chef de produit,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),False,1,False,59 - LILLE,,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/6858662,"[{'nom': 'CAREERBUILDER', 'url': 'https://www.lesjeudis.com/jobs/JD651X5W4ZXM021NYFT?siteid=int_FRpoleemploi&utm_source=pole_emploi&utm_medium=aggregator&utm_campaign=organic', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/careerbuilder80.png'}]",,50.62925,3.05726,59350,COOPTALIS,,,,,,,,,,,,,,,,,De ,,,,,,
60,123PXPM,Ingénieur Data (F/H) (H/F),"Rattaché(e) au Chief Technical Officer, vos missions consisteront à : 
- Maintenir et construire les flux de données
- Déployer les modèles prédictifs construits par nos data scientists
- Surveiller et piloter la quantité des données entrantes et sortantes
- Adapter et faire évoluer l'architecture data en fonction des différents besoins remontés par nos clients et de l'évolution des technologies du marché
- Collaborer à la documentation des guides de bonnes pratiques de nos méthodes et outils 

Notre stack technique est basée sur : Python, AWS (S3 + certaines briques AWS), Spark, Scala, Snowflake, Elasticsearch, Nifi, Node.js.

Vous avez une première expérience significative (3 ans minimum) dans l'univers des données et de l'ingénieur logicielle.
Vous maîtrisez Python & SQL et avez une forte appétence pour le développement logiciel. La maîtrise de Spark est un plus.
Vous aimez travailler en équipe, faites preuve de qualités d'écoute et de dialogue. Vous êtes rigoureux, polyvalent et faites preuve de capacités d'adaptation. Vous êtes autonome et être capable de travailler en situation de crise. 
- 
",2021-11-17T18:19:22.000Z,2022-03-01T13:29:28.000Z,M1403,Études et prospectives socio-économiques,Data miner,CDI,Contrat à durée indéterminée,Contrat travail,E,3 ans,False,1,False,59 - SAINGHIN EN MELANTOIS,"DATABASE est l'entité marketing répondant aux besoins d'exploitation des données clients des BU du groupe Mobivia (Norauto, Midas, ATU)",False,1,https://candidat.pole-emploi.fr/offres/recherche/detail/123PXPM,,,50.586797,3.161885,59523,MOBIVIA DATA BASE,,,38H30 Horaires normaux,Temps plein,9,Cadre,63,"Traitement de données, hébergement et activités connexes",False,59262,,,,MOBIVIA DATA BASE - Mme Marie Trachez,"Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/123PXPM","Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/123PXPM","Annuel de 30000,00 Euros à 35000,00 Euros sur 12 mois",,,,,,
61,2885616,Data analyst - Ginko (H/F),"Nous recherchons un Data Analyst pour venir renforcer notre team.
Tu auras donc la responsabilité de :
Valorisation de la donnée dans le/les domaines métiers pour lesquels vous intervenez ;Réalisation d'analyses DATA pour aider les métiers à mieux comprendre leur business et à prendre les bonnes décisions ;Elaboration et automatisation de dashboards pour diffuser la data valorisée au sein de l'entreprise ;Identification et exploitation de nouvelles sources de données ;Partage et veille technologique autour des sujets de data analyses ;Participation aux cérémonies agiles de l'équipe. 


Mots clés : GCP, SQL, PowerBI, Data Studio, BigQueryVous avez à minima 3 ans d'expérience en tant que Data AnalystVous êtes à l'aise avec les technologies suivantes: GCP, SQL, Power BI, Data Studio...Vous avez un sens du service client et une curiosité des aspects métiers et entreprises. L'anglais n'est pas un problème pour vous. 
Si tu n'as pas besoin de C3PO pour comprendre R2D2 alors n'hésites pas, postule chez nous ! ",2021-10-05T05:25:04.000Z,2022-02-11T20:35:30.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),False,1,False,59 - LILLE,"Chez Ginko, nous sommes des spécialistes du Digital, et uniquement du Digital !
Pourquoi ? Car 100% de nos Responsables d'Affaires sont issus des métiers du Digital.
C'est notre axe depuis le début : des Responsables d'Affaires, compétents et formés à nos métiers, en mesure de comprendre les réels problématiques de nos clients et les attentes de nos consultants.
Notre approche orientée métier et notre savoir-faire technique sur les infrastructures Systèmes-Réseaux...",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/2885616,"[{'nom': 'WE_RECRUIT', 'url': 'https://careers.werecruit.io/fr/ginko/offres/data-analyst-896d04/PoleEmploi', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/we_recruit80.png'}]",,50.630992,3.045433,59350,Ginko,,,,,,,70,Conseil pour les affaires et autres conseils de gestion,,,,,,,,,,,,,,,
62,2390646,Data analyst (H/F),"Description du poste :
Dans le cadre d'une stratégie globale du groupe de faire de la donnée un véritable vecteur de croissance, nous recherchons un data analyst au sein de la direction Data métier.
Le Data analyst travaille à l'enrichissement et à la correction du catalogue produit international d'Auchan Retail (dans le future le travail se fera sur d'autres catalogues de l'entreprise comme par exemple les sites), il travaille en collaboration avec les équipes métier, la DSI et certains de nos grands fournisseurs internationaux demain certains partenaires métier.
Il doit également être en capacité de réaliser les analyses nécessaires à l'après-vente des données que nous monétisons ainsi que d'assurer les sessions d'onboarding avec les grands industriels.
Il doit enfin assurer la veille (internet, revue de presse, outils internes, vie quotidienne,) pour identifier rapidement les diverses mutations du marchés ( les rachats/transferts de marques entre fournisseurs, innovations, etc.)
Les principales activités du Data analyst :
* Enrichir le catalogue produit
* Faire de la veille sur les périmètres produits qui lui sont affectés afin d'avoir des informations à jour en permanence.
* Faire des analyses de données
* Assurer les sessions d'onboarding des grands fournisseurs sur notre plateforme de partage de données
Description du profil :
Vous avez 3 à 4 ans d'expérience dans l'analyse de données.
Vous avez une première expérience de data analyst, et vous avez une appétence pour les produits.
Vous avez un état d'esprit positif et une ouverture d'esprit, vous savez vous montrer pugnace pour faire avancer ses sujets.
Vous êtes de nature curieuse, vous savez challenger les règles existantes et proposer des évolutions pour les améliorer.
Vous faites preuve de pédagogie.
Vous êtes rigoureux, précis, disposant d'un esprit d'analyse et de synthèse, vous êtes capable de traiter un grand nombre d'informations et de les vérifier soigneusement.
Vous êtes organisé, vous savez vous adapter, vous êtes capable de gérer plusieurs tâches à la fois dans le respect des délais.
Vous êtes orienté delivery et êtes capable d'évoluer dans un milieux international
Alors n'hésitez plus et postulez pour participer à une belle aventure d'entreprise !!!
Compétence technique requise :
* Utilisation des outils bureautiques
* Utilisation des outils d'analyse de données (Power BI, Tableau, Business objects)
* La connaissance de certains domaines produits et une appétence marketing seraient un plus.
Un niveau d'anglais permettant d'évoluer dans un contexte international est impératif. ",2021-03-27T06:46:11.000Z,2022-02-14T13:56:33.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),False,1,False,59 - VILLENEUVE D ASCQ,"Avec Auchan, révélez vos talents...
Nous rejoindre, c'est rejoindre une entreprise qui agit au quotidien avec l'ensemble de ses équipes, pour réinventer un commerce plus responsable. Nous plaçons l'humain au cœur de toutes nos actions dans le but d'améliorer la qualité de vie des habitants.
Nos valeurs de confiance, d'ouverture et d'excellence nous animent et illustrent la façon dont nous voulons faire notre métier, au plus près de nos collaborateurs et de nos clients.~$... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/2390646,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/candidat/offres/offre-d-emploi-data-analyst-h-f-villeneuve-d-ascq-nord-pas-de-calais-distribution-commerce-de-detail-cdi-16185654', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]",,50.637916,3.147134,59009,,,,,,,,,,,,,,,,,,,,,,,,
63,1964377,Chef de projet it data ready (H/F),"Enseigne : A.I.T. AUCHAN INTERNATIONAL TECHNOLOGY
Vos missions : 
Prendre en charge la formalisation de la méthode Data Ready (Remettre la Data au centre des préoccupations des projets, définir des indicateurs de pilotage de la qualité de donnée, mesurer et animer la progression de la qualité)
Maîtriser Scrum et s'assurer que ce dernier soit appliqué correctement au sein de l'équipe de développement lors des sprints.
Assurer le leadership de l'équipe projet (Data Engineer), pour concevoir et mettre en &oelig;uvre les outils de monitoring des indicateurs qualité, l'exploitation des sondes, et le suivi des actions pour améliorer la qualité
Sensibiliser les acteurs projets (Corporate et pays) au sujet Data Ready.
Mise en oeuvre de la méthode Data Ready au sein des programmes de l'entreprise
Travailler en étroite collaboration avec les équipes IT (tout programme confondu), les équipes métier (Data et pays) et le Change Management, afin de garantir la bonne mise en &oelig;uvre de la méthodologie
Tenir compte des adhérences de roadmap avec les autres équipes de la DSI Corporate (Digital, Data, Caisses, Plateforme d'échanges ) dans les arbitrages nécessaires.
Type de contrat : CDI
Durée hebdomadaire : Temps complet &gt; Diplômes et Expérience :
De formation supérieure en informatique, tu as déjà piloté des projets significatifs de  Build  et ou de  roll out , idéalement dans un contexte international et sur des enjeux  Data Centric .
&gt; Savoir-faire :
 Compétences fonctionnelles : 
Gestion de projets techniques (MOE), maîtrise des outils et méthodologie projets et d'amélioration continue
Connaissance des méthodologies classique &amp; agile (SCRUM) de la gestion de projets
Connaissance des principes de gouvernance de la donnée.
Idéalement : Connaissance des métiers de la Donnée, Connaissance du Retail
 Compétences techniques : 
Connaissance de l'architecture des données (modèle de données Client, BDD Relationnelles...), de l'architecture de SI et organisation des flux   API, de la gestion données référentielles (MDM, DQM).
Idéalement : connaissance de l'environnement GCP (Google Cloud Platform), Data Studio
 Savoir-faire généraux : 
 ",2021-03-18T21:15:03.000Z,2022-02-26T13:55:30.000Z,M1803,Direction des systèmes d'information,Chef de projet informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,59 - VILLENEUVE D ASCQ,"Avec Auchan, révélez vos talents...
Nous rejoindre, c'est rejoindre une entreprise qui agit au quotidien avec l'ensemble de ses équipes, pour réinventer un commerce plus responsable. Nous plaçons l'humain au c&oelig;ur de toutes nos actions dans le but d'améliorer la qualité de vie des habitants.
Nos valeurs de confiance, d'ouverture et d'excellence nous animent et illustrent la façon dont nous voulons faire notre métier, au plus près de nos collaborateurs et de nos clien... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/1964377,"[{'nom': 'DISTRIJOB', 'url': 'https://www.distrijob.fr/offre-emploi/chef-de-projet-it-data-ready-h-f-villeneuve-d-ascq-1264691.aspx?utm_source=pole-emploi&utm_medium=site-partenaire&utm_campaign=pole-emploi', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/distrijob80.png'}]",,50.637916,3.147134,59009,Auchan Retail France,,,,,,,,,,,,,,,,,,,,,,,
64,0241431,Data analyst (H/F),"Description du poste :
Auchan Retail a créé en 2015 une équipe internationale et multidisciplinaire de Big Data (data scientist, data analyst, data manager, project manager, IT engineer, etc.)
Le but de cette équipe est de développer l'utilisation des données dans le commerce Auchan Retail pour tous les pays (12 principalement en Europe et en Asie) et toutes les entreprises (on line et offline - hyper, super et magasins de proximité).
Vous jouerez un rôle clé dans le développement de cette activité en relation avec différentes business units et dans l'exploration de nouveaux cas d'utilisation et de nouvelles technologies. Vous aurez la charge d'accompagner les acteurs dans les pays pour le déploiement des différents services data.
Vous travaillerez au sein d'un département orienté métier, sur les enjeux ""Client"", Parcours de vente, Produits ou Supply, en charge de définir les solutions nécessaires à leurs enjeux ( algorithmes, reportings et outils data plus généralement).
Nous recherchons un Data Analyst Senior Client & Ventes
> Vos missions :
Vous êtes le garant de l'adoption des solutions data par le pays à court, moyen et long terme, pour cela vous serez amené à :
* Accompagner les utilisateurs dans les pays dans leur prise d'autonomie sur les sujets Data
* Identifier les nouveaux besoins Pays pour alimenter la backlog projet du Product Owner de la Solution
* Concevoir, voire réaliser certaines solutions data ne nécessitant pas l'implication d'un Data Scientist, comme des reportings et outils d'aide à la décision
* Etre le référent des solutions du département (connaissance métier et technique) dans le cadre de leur déploiement
  - Réaliser la GAP analysis et planifier les actions d'upgrade qui permettront de déployer la solution dans le pays
  - Construire la roadmap de déploiement avec le pays dans le cadre d'un projet data autonome
  - Accompagner le déploiement de bout en bout du service data pour les pays dans le cadre d'un programme déployant un outil plus global
* Réaliser la formation et l'évaluation du pays sur le service
* Suivre l'adoption de la solution par le pays (niveau d'utilisation)
* Être support de niveau 1 sur la solution, pour répondre aux questions des utilisateurs
* Suivre les alertes, faire une première analyse du problème et qualifier le niveau de la maintenance corrective.
Description du profil :
De formation supérieure, Bac+5 (Écoles d'ingénieur, Formation universitaire Statistiques / Mathématiques / Econométrie), vous justifiez d'une expérience d'au moins 5 ans dans la modélisation de la donnée, idéalement dans/pour le secteur de la distribution.
Les compétences attendues sont les suivantes :
* Une bonne connaissance du monde du retail et de l'utilisation opérationnelle de la data
* Bonne connaissance des méthodes statistiques classiques
* Gestion de projet data
* Capacité d'analyse et de synthèse.
* Excellente capacité d'écoute et de communication.
* Le goût de la transmission et de la pédagogie
* Leadership permettant de susciter l'adhésion.
* Connaissance sur les technologies GCP serait un plus
* Python, SQL, la connaissance Tableau Software serait un plus.
* Maîtrise de l'anglais
Langues :
* Français / Anglais ",2021-02-04T10:03:03.000Z,2022-02-18T10:44:15.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),False,1,False,59 - VILLENEUVE D ASCQ,"Avec Auchan, révélez vos talents...
Nous rejoindre, c'est rejoindre une entreprise qui agit au quotidien avec l'ensemble de ses équipes, pour réinventer un commerce plus responsable. Nous plaçons l'humain au cœur de toutes nos actions dans le but d'améliorer la qualité de vie des habitants.
Nos valeurs de confiance, d'ouverture et d'excellence nous animent et illustrent la façon dont nous voulons faire notre métier, au plus près de nos collaborateurs et de nos clients.~$... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0241431,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/candidat/offres/offre-d-emploi-data-analyst-h-f-villeneuve-d-ascq-nord-pas-de-calais-distribution-commerce-de-detail-cdi-15147779', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]",,50.637916,3.147134,59009,,,,,,,,,,,,,,,,,,,,,,,,
65,0240980,Data scientist (H/F),"Description du poste :
Nous recherchons un Data Scientist F/H.
En détails, ça donne quoi ?
D'une vue d'équipe, le Data Scientist est au service des pôles métiers Clients/Ventes/Produit/Supply afin de délivrer des solutions Data faisant appel à la Data Science.
Cela passe par la compréhension des enjeux et la production de solution de façon agile avec une cible industrielle, en s'assurant de la mise en place de ""Standards"" de développement pour fiabiliser le fonctionnement et la maintenance.
Plus précisément, il fait parler les données et se charge de les valoriser (traiter), puis d'en fournir une interprétation claire.
Pour aller encore plus loin, il crée des algorithmes utilisant du Machine Learning.
Dans le cadre de son travail il doit leur apporter des analyses et doit donc être familier avec l'entreprise, ce qu'elle fait et les enjeux économiques des résultats qu'il délivre.
Ces résultats doivent d'ailleurs être compréhensibles et adaptés aux métiers pour les aider dans leur prise de décision.
Il doit être en contact avec les métiers, côté business.
Il intervient sur des sujets plus techniques d'optimisation et d'industrialisation d'algorithmes pouvant aller jusqu'à la mise en production.
> Vos missions :
* Explorer et analyser les données disponibles, produites et valorisées.
* Développer et faire évoluer des solutions ""Data Core Model"" (algorithmes, outils de datavisualisation et de simulation).
* Contribuer aux dashboards de pilotage et de mesure de performance avec des KPI métiers.
* Réaliser des kits de déploiements (support de la méthodologie, spécifications techniques, pré-requis Data Quality...).
* Contribuer aux supports de présentation des solutions et des spécifications fonctionnelles.
* Déployer et adapter légèrement ces solutions dans les différents pays.
* Partager son expertise au sein de l'équipe Data et des pays.
* Accompagner dans la prise en main du service (vulgariser les solutions data, faire preuve de pédagogie...).
* Contribuer à accompagner les pays dans l'utilisation des solutions Data, leur professionnalisation et dans la résolution des incidents.
Description du profil :
> Compétences métier/technique
* Connaissance de l'entreprise et de ses organisations (connaissance du Retail : comprendre la façon dont le Retail fonctionne et comment les données peuvent être analysées et utilisées, maintenir la flexibilité face aux développements de Big Data).
* Expertise en langage de requête SQL.
* Expertise en statistique (modélisation, prévision, économétrie...).
* Expertise en Machine Learning (feature engineering, apprentissage supervisé ou non supervisé, réseau de neurones, text-mining, NLP,...).
* Expertise en langage pour la Data Science comme Python.
* Identifier le bon algorithme lié aux cas d'utilisation business.
* Connaissance sur le traitement en batch.
* Connaissance des principes et de l'utilisation du versionning Git.
* Connaissance des concepts et des finalités d'optimisation et d'industrialisation d'algorithmes.
* Environnement Cloud Computing, idéalement Google Cloud Platform.
* Maîtrise de l'anglais.
> Habilitations requises
* Expérience en Data Science, y compris sur le développement d'algorithmes, idéalement pour le secteur de la distribution.
* Master ou Ph.D Statistiques, Mathématiques, Econométrie, Informatique, Big Data, Computer Science. ",2021-02-04T10:00:43.000Z,2022-02-13T14:27:00.000Z,M1403,Études et prospectives socio-économiques,Data scientist,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,59 - VILLENEUVE D ASCQ,"Avec Auchan, révélez vos talents...
Nous rejoindre, c'est rejoindre une entreprise qui agit au quotidien avec l'ensemble de ses équipes, pour réinventer un commerce plus responsable. Nous plaçons l'humain au cœur de toutes nos actions dans le but d'améliorer la qualité de vie des habitants.
Nos valeurs de confiance, d'ouverture et d'excellence nous animent et illustrent la façon dont nous voulons faire notre métier, au plus près de nos collaborateurs et de nos clients.~$... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0240980,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/candidat/offres/offre-d-emploi-data-scientist-h-f-villeneuve-d-ascq-nord-pas-de-calais-distribution-commerce-de-detail-cdi-15148095', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]",,50.637916,3.147134,59009,,,,,,,,,,,,,,,,,,,,,,,,
66,8598807,WEB ANALYST - H/F,"Description :


  Vous êtes titulaire d'un Bac+5 orienté Web Analyse et vous justifiez d'une expérience d'au moins 3 ans sur un poste similaire à Digital Analyste ou Chef de Projet Tracking?
Nous sommes à la recherche d'un Web Analyst à Croix, en région Hauts-de-France, pour une enseigne nationale qui facilite le shopping.
Le poste, sous la supervision d'un Responsable DATA, présente des possibilités d'évolution.
Vos missions:
Collecter de la data : plans de marquage précis destinés aux équipes de développement (création de dataLayer, plan de marquage d'événements.). 
Analyser la performance digitale : parcours clients digitaux (site & applications mobile).
Définir et partager les KPIs de performance (formule de vente, entonnoir de conversion, performance par source de trafic, par navigateur ou par type de contenu, temps de chargement, etc.) du site et de l'appli.
Identifier et répondre aux besoins de reporting, de suivi et d'analyses métier.
Participer à la démarche d'amélioration continue : identifier les opportunités d'optimisation de l'app et du site en analysant les résultats d'A/B testing et en fournissant des recommandations
Outils utilisés:
Google Analytics 360, GCP, Big Query, DataStudio, Qliksens ...
  
  
  Profil recherché :
  
  
  Bac+5 orienté Web Analyse
Expérience d'au moins 3 ans, idéalement en E-commerce
Vous aimez les chiffres et l'analyse et avez un bon relationnel, une bonne capacité d'écoute et de compréhension.
Google Analytics n'a presque plus de secrets pour vous, et vous avez des compétences bonus en Javascript, outil de dataviz (tableau, QlikView), SQL, outil de tag management (GTM, commanders act.). 
Ce qui vous attend ? Une expérience unique et une aventure humaine dans une entreprise en pleine transformation où vous pourrez mettre toutes vos compétences au service de votre créativité, et à votre capacité à innover, . Le tout dans une ambiance de travail où on est sérieux sans se prendre au sérieux.
L'entreprise s'engage également en faveur de la diversité et agit pour l'insertion des personnes en situation de handicap.  ",2022-01-30T20:28:09.000Z,2022-02-11T20:35:30.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,False,1,False,59 - CROIX, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8598807,"[{'nom': 'SOFTY', 'url': 'http://aiderh.softy.pro/?page=annonce&id=44653&idt=5&h=446530', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/softy80.png'}]",,3.156436,50.680212,59163,AIDE RH,,,Temps plein,,,,70,Conseil pour les affaires et autres conseils de gestion,,,,,,,,,"Annuel de 38000,00 Euros ï¿½ 50000,00 Euros",,,,,Temps plein,
67,8598805,WEB ANALYST - H/F,"Description :


  Vous êtes titulaire d'un Bac+5 orienté Web Analyse et vous justifiez d'une expérience d'au moins 3 ans sur un poste similaire à Digital Analyste ou Chef de Projet Tracking?
Nous sommes à la recherche d'un Web Analyst à Croix, en région Hauts-de-France, pour une enseigne nationale qui facilite le shopping.
Le poste, sous la supervision d'un Responsable DATA, présente des possibilités d'évolution.
Vos missions:
Collecter de la data : plans de marquage précis destinés aux équipes de développement (création de dataLayer, plan de marquage d'événements.). 
Analyser la performance digitale : parcours clients digitaux (site & applications mobile).
Définir et partager les KPIs de performance (formule de vente, entonnoir de conversion, performance par source de trafic, par navigateur ou par type de contenu, temps de chargement, etc.) du site et de l'appli.
Identifier et répondre aux besoins de reporting, de suivi et d'analyses métier.
Participer à la démarche d'amélioration continue : identifier les opportunités d'optimisation de l'app et du site en analysant les résultats d'A/B testing et en fournissant des recommandations
Outils utilisés:
Google Analytics 360, GCP, Big Query, DataStudio, Qliksens ...
  
  
  Profil recherché :
  
  
  Bac+5 orienté Web Analyse
Expérience d'au moins 3 ans, idéalement en E-commerce
Vous aimez les chiffres et l'analyse et avez un bon relationnel, une bonne capacité d'écoute et de compréhension.
Google Analytics n'a presque plus de secrets pour vous, et vous avez des compétences bonus en Javascript, outil de dataviz (tableau, QlikView), SQL, outil de tag management (GTM, commanders act.). 
Ce qui vous attend ? Une expérience unique et une aventure humaine dans une entreprise en pleine transformation où vous pourrez mettre toutes vos compétences au service de votre créativité, et à votre capacité à innover, . Le tout dans une ambiance de travail où on est sérieux sans se prendre au sérieux.
L'entreprise s'engage également en faveur de la diversité et agit pour l'insertion des personnes en situation de handicap.  ",2022-01-30T20:28:08.000Z,2022-02-11T20:35:30.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,False,1,False,59 - LILLE, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8598805,"[{'nom': 'SOFTY', 'url': 'http://aiderh.softy.pro/?page=annonce&id=44653&idt=5&h=446532', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/softy80.png'}]",,3.063528,50.636565,59350,AIDE RH,,,Temps plein,,,,70,Conseil pour les affaires et autres conseils de gestion,,,,,,,,,"Annuel de 38000,00 Euros ï¿½ 50000,00 Euros",,,,,Temps plein,
68,8598804,WEB ANALYST - H/F,"Description :


  Vous êtes titulaire d'un Bac+5 orienté Web Analyse et vous justifiez d'une expérience d'au moins 3 ans sur un poste similaire à Digital Analyste ou Chef de Projet Tracking?
Nous sommes à la recherche d'un Web Analyst à Croix, en région Hauts-de-France, pour une enseigne nationale qui facilite le shopping.
Le poste, sous la supervision d'un Responsable DATA, présente des possibilités d'évolution.
Vos missions:
Collecter de la data : plans de marquage précis destinés aux équipes de développement (création de dataLayer, plan de marquage d'événements.). 
Analyser la performance digitale : parcours clients digitaux (site & applications mobile).
Définir et partager les KPIs de performance (formule de vente, entonnoir de conversion, performance par source de trafic, par navigateur ou par type de contenu, temps de chargement, etc.) du site et de l'appli.
Identifier et répondre aux besoins de reporting, de suivi et d'analyses métier.
Participer à la démarche d'amélioration continue : identifier les opportunités d'optimisation de l'app et du site en analysant les résultats d'A/B testing et en fournissant des recommandations
Outils utilisés:
Google Analytics 360, GCP, Big Query, DataStudio, Qliksens ...
  
  
  Profil recherché :
  
  
  Bac+5 orienté Web Analyse
Expérience d'au moins 3 ans, idéalement en E-commerce
Vous aimez les chiffres et l'analyse et avez un bon relationnel, une bonne capacité d'écoute et de compréhension.
Google Analytics n'a presque plus de secrets pour vous, et vous avez des compétences bonus en Javascript, outil de dataviz (tableau, QlikView), SQL, outil de tag management (GTM, commanders act.). 
Ce qui vous attend ? Une expérience unique et une aventure humaine dans une entreprise en pleine transformation où vous pourrez mettre toutes vos compétences au service de votre créativité, et à votre capacité à innover, . Le tout dans une ambiance de travail où on est sérieux sans se prendre au sérieux.
L'entreprise s'engage également en faveur de la diversité et agit pour l'insertion des personnes en situation de handicap.  ",2022-01-30T20:28:08.000Z,2022-02-11T20:35:30.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,False,1,False,59 - TOURCOING, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8598804,"[{'nom': 'SOFTY', 'url': 'http://aiderh.softy.pro/?page=annonce&id=44653&idt=5&h=446531', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/softy80.png'}]",,3.160571,50.723503,59599,AIDE RH,,,Temps plein,,,,70,Conseil pour les affaires et autres conseils de gestion,,,,,,,,,"Annuel de 38000,00 Euros ï¿½ 50000,00 Euros",,,,,Temps plein,
